datetime,wd (deg)
2016-12-31 00:10:00,217.74097
2016-12-31 00:20:00,219.81038
2016-12-31 00:30:00,220.15915
2016-12-31 00:40:00,221.038
2016-12-31 00:50:00,219.51736
2016-12-31 01:00:00,217.74358
2016-12-31 01:10:00,218.2232
2016-12-31 01:20:00,218.44775
2016-12-31 01:30:00,216.6075
2016-12-31 01:40:00,217.72678
2016-12-31 01:50:00,216.26154
2016-12-31 02:00:00,215.56877
2016-12-31 02:10:00,217.87088
2016-12-31 02:20:00,216.4228
2016-12-31 02:30:00,216.16107
2016-12-31 02:40:00,219.76582
2016-12-31 02:50:00,219.26128
2016-12-31 03:00:00,216.96236
2016-12-31 03:10:00,220.03047
2016-12-31 03:20:00,219.99232
2016-12-31 03:30:00,219.18472
2016-12-31 03:40:00,219.10762
2016-12-31 03:50:00,217.62796
2016-12-31 04:00:00,220.0657
2016-12-31 04:10:00,220.28252
2016-12-31 04:20:00,217.46074
2016-12-31 04:30:00,217.01692
2016-12-31 04:40:00,216.74484
2016-12-31 04:50:00,219.11702
2016-12-31 05:00:00,217.05025
2016-12-31 05:10:00,217.48537
2016-12-31 05:20:00,215.0388
2016-12-31 05:30:00,214.9976
2016-12-31 05:40:00,215.33644
2016-12-31 05:50:00,215.36644
2016-12-31 06:00:00,213.8803
2016-12-31 06:10:00,216.44066
2016-12-31 06:20:00,217.91208
2016-12-31 06:30:00,217.1035
2016-12-31 06:40:00,215.86153
2016-12-31 06:50:00,217.61087
2016-12-31 07:00:00,215.47667
2016-12-31 07:10:00,216.45679
2016-12-31 07:20:00,217.16855
2016-12-31 07:30:00,213.52357
2016-12-31 07:40:00,214.01231
2016-12-31 07:50:00,213.98856
2016-12-31 08:00:00,214.39737
2016-12-31 08:10:00,214.58755
2016-12-31 08:20:00,214.02893
2016-12-31 08:30:00,213.49385
2016-12-31 08:40:00,215.90251
2016-12-31 08:50:00,212.81409
2016-12-31 09:00:00,214.64337
2016-12-31 09:10:00,216.78181
2016-12-31 09:20:00,216.51065
2016-12-31 09:30:00,215.38486
2016-12-31 09:40:00,215.03354
2016-12-31 09:50:00,215.1322
2016-12-31 10:00:00,215.72162
2016-12-31 10:10:00,215.05063
2016-12-31 10:20:00,213.03087
2016-12-31 10:30:00,212.57664
2016-12-31 10:40:00,212.756
2016-12-31 10:50:00,211.40459
2016-12-31 11:00:00,211.97214
2016-12-31 11:10:00,215.22511
2016-12-31 11:20:00,212.53194
2016-12-31 11:30:00,210.95207
2016-12-31 11:40:00,211.86392
2016-12-31 11:50:00,210.7643
2016-12-31 12:00:00,209.07127
2016-12-31 12:10:00,211.42876
2016-12-31 12:20:00,211.21158
2016-12-31 12:30:00,211.24089
2016-12-31 12:40:00,210.11948
2016-12-31 12:50:00,208.61815
2016-12-31 13:00:00,209.05157
2016-12-31 13:10:00,210.28014
2016-12-31 13:20:00,210.13773
2016-12-31 13:30:00,211.21848
2016-12-31 13:40:00,210.83392
2016-12-31 13:50:00,210.21057
2016-12-31 14:00:00,210.95271
2016-12-31 14:10:00,210.65343
2016-12-31 14:20:00,211.99554
2016-12-31 14:30:00,209.08273
2016-12-31 14:40:00,209.62558
2016-12-31 14:50:00,208.8543
2016-12-31 15:00:00,207.1076
2016-12-31 15:10:00,209.35692
2016-12-31 15:20:00,209.66962
2016-12-31 15:30:00,209.48582
2016-12-31 15:40:00,209.8826
2016-12-31 15:50:00,208.82834
2016-12-31 16:00:00,208.19395
2016-12-31 16:10:00,208.8666
2016-12-31 16:20:00,209.61093
2016-12-31 16:30:00,209.26729
2016-12-31 16:40:00,208.48111
2016-12-31 16:50:00,207.12999
2016-12-31 17:00:00,207.15657
2016-12-31 17:10:00,207.17274
2016-12-31 17:20:00,208.42064
2016-12-31 17:30:00,206.96008
2016-12-31 17:40:00,207.76477
2016-12-31 17:50:00,207.11441
2016-12-31 18:00:00,206.83528
2016-12-31 18:10:00,207.46379
2016-12-31 18:20:00,206.81424
2016-12-31 18:30:00,206.29344
2016-12-31 18:40:00,205.88809
2016-12-31 18:50:00,204.74828
2016-12-31 19:00:00,204.14081
2016-12-31 19:10:00,205.65918
2016-12-31 19:20:00,204.35516
2016-12-31 19:30:00,205.10896
2016-12-31 19:40:00,205.64732
2016-12-31 19:50:00,204.71562
2016-12-31 20:00:00,202.6879
2016-12-31 20:10:00,203.45227
2016-12-31 20:20:00,203.7472
2016-12-31 20:30:00,202.61948
2016-12-31 20:40:00,203.52403
2016-12-31 20:50:00,202.63666
2016-12-31 21:00:00,204.3587
2016-12-31 21:10:00,203.81746
2016-12-31 21:20:00,203.12871
2016-12-31 21:30:00,203.39435
2016-12-31 21:40:00,204.71146
2016-12-31 21:50:00,203.71066
2016-12-31 22:00:00,204.0719
2016-12-31 22:10:00,203.05998
2016-12-31 22:20:00,203.71335
2016-12-31 22:30:00,201.30307
2016-12-31 22:40:00,202.02818
2016-12-31 22:50:00,200.75887
2016-12-31 23:00:00,201.39209
2016-12-31 23:10:00,200.36093
2016-12-31 23:20:00,199.65106
2016-12-31 23:30:00,198.89934
2016-12-31 23:40:00,200.42021
2016-12-31 23:50:00,199.24294
2017-01-01 00:00:00,200.15564
